tab 	specimens
analysts	citations	description	method_codes	sample	specimen	specimen_alternatives	volume	weight
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-7	CNFP6-7d	95026	1.00E-05	0.0026998
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-8	CNFP6-8-Kappa	95032	1.00E-05	0.0016212
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-8	CNFP6-8-Kappa_air	105161	1.00E-05	0.0002929
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-8	CNFP6-8a	95028	1.00E-05	0.0018463
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-8	CNFP6-8b	95029	1.00E-05	0.0027125
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-8	CNFP6-8c	95030	1.00E-05	0.002512
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-8	CNFP6-8d	95031	1.00E-05	0.0024062
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-T	CNFP6-9	CNFP6-9-Kappa	95037	1.00E-05	0.0016092
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-9	CNFP6-9a	95033	1.00E-05	0.0021866
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-9	CNFP6-9b	95034	1.00E-05	0.0021531
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-9	CNFP6-9c	95035	1.00E-05	0.0027407
Riley	This study	unoriented chip from Undated-2 P6 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP6-9	CNFP6-9d	95036	1.00E-05	0.0026849
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-T	CNFP7-1	CNFP7-1-Kappa	95042	1.00E-05	0.00051941
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-HYS-T	CNFP7-1	CNFP7-1.hotVSM	100989	1.00E-05	0.0001086
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-1	CNFP7-1a	95038	1.00E-05	0.0029974
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-1	CNFP7-1b	95039	1.00E-05	0.0024064
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-1	CNFP7-1c	95040	1.00E-05	0.0033833
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-1	CNFP7-1d	95041	1.00E-05	0.0024576
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-T	CNFP7-2	CNFP7-2-Kappa	95047	1.00E-05	0.0002586
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-2	CNFP7-2a	95043	1.00E-05	0.0019298
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-2	CNFP7-2b	95044	1.00E-05	0.0022782
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-2	CNFP7-2c	95045	1.00E-05	0.002163
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-2	CNFP7-2d	95046	1.00E-05	0.0021221
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-T	CNFP7-3	CNFP7-3-Kapp.air	97020	1.00E-05	0.0001622
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-T	CNFP7-3	CNFP7-3-Kappa	95052	1.00E-05	0.00020698
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-3	CNFP7-3a	95048	1.00E-05	0.0021223
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-3	CNFP7-3b	95049	1.00E-05	0.0022126
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-3	CNFP7-3c	95050	1.00E-05	0.0027076
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-3	CNFP7-3d	95051	1.00E-05	0.0022345
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-T	CNFP7-4	CNFP7-4-Kappa	95057	1.00E-05	0.00028126
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-HYS-T	CNFP7-4	CNFP7-4.2.hotVSM	101120	1.00E-05	8.00E-05
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-HYS-T	CNFP7-4	CNFP7-4.hotVSM	100990	1.00E-05	7.54E-05
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-4	CNFP7-4a	95053	1.00E-05	0.002653
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-4	CNFP7-4b	95054	1.00E-05	0.002941
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-4	CNFP7-4c	95055	1.00E-05	0.0023366
Riley	This study	unoriented chip from Undated-3 P7 site	SP-SAW:LP-X-F:LP-ARM-AFD	CNFP7-4	CNFP7-4d	95056	1.00E-05	0.0036659
