tab	measurements
measurement	experiment	specimen	treat_dc_field	magn_mass	citations	instrument_codes	method_codes	quality	standard	timestamp
BRIC-31cIRM-VSM2-LP-BCR-BF-198073158	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1739	0.005345	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073159	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.177	0.005312	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073160	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.18	0.005275	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073161	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1831	0.005242	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073162	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1863	0.005207	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073163	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1896	0.00517	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073164	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1929	0.005132	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073165	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1962	0.005093	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073166	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.1997	0.005057	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073167	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2031	0.005016	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073168	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2066	0.004973	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073169	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2101	0.004932	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073170	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2137	0.004891	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073171	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2174	0.004847	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073172	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2212	0.004802	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073173	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.225	0.004757	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073174	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2288	0.004711	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073175	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2328	0.004661	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073176	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2367	0.004613	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073177	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2408	0.004563	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073178	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2449	0.004511	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073179	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.249	0.004459	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073180	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2533	0.004407	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073181	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2577	0.004351	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073182	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2619	0.004297	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073183	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2665	0.004236	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073184	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.271	0.004176	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073185	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2755	0.004116	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073186	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2802	0.004052	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073187	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2849	0.003992	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073188	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2897	0.003926	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073189	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2947	0.003859	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073190	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.2997	0.003793	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073191	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3047	0.00372	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073192	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3101	0.003664	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073193	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3149	0.0036	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073194	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3203	0.003527	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073195	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3256	0.003452	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073196	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.331	0.003376	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073197	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3369	0.003295	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073198	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3423	0.003217	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073199	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3481	0.003134	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073200	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.354	0.003053	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073201	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3599	0.002969	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073202	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3662	0.002878	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073203	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.372	0.002792	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073204	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3784	0.002703	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073205	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3846	0.002611	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073206	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3911	0.002519	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073207	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.3974	0.002427	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073208	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4042	0.002326	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073209	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4111	0.002227	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073210	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.418	0.002128	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073211	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4248	0.002026	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073212	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4316	0.001927	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073213	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4389	0.001824	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073214	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4462	0.001716	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073215	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4536	0.00161	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073216	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4614	0.001496	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073217	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4687	0.001387	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073218	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4765	0.001272	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073219	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4843	0.001162	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073220	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.4926	0.001044	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073221	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5004	0.0009279	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073222	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5087	0.0008107	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073223	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5175	0.0006854	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073224	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5258	0.0005629	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073225	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5346	0.0004411	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073226	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5434	0.0003177	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073227	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5522	0.0001923	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073228	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5615	6.514e-05	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073229	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5707	-6.205e-05	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073230	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.58	-0.0001898	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073231	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5898	-0.0003207	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073232	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.5996	-0.0004512	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073233	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6093	-0.0005815	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073234	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6191	-0.00071	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073235	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6293	-0.0008432	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073236	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6396	-0.0009765	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073237	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6503	-0.001112	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073238	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6611	-0.001247	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073239	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6718	-0.001381	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073240	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6831	-0.00152	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073241	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.6942	-0.001656	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073242	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7055	-0.001795	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073243	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7172	-0.001932	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073244	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7289	-0.002066	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073245	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7407	-0.002201	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073246	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7528	-0.002334	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073247	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.765	-0.002467	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073248	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7777	-0.002602	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073249	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.7904	-0.002736	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073250	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8031	-0.002868	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073251	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8163	-0.003	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073252	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.83	-0.003135	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073253	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8431	-0.003263	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073254	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8573	-0.003397	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073255	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8709	-0.003525	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073256	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8851	-0.003651	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073257	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.8997	-0.003782	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073258	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9144	-0.003907	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073259	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9295	-0.004033	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073260	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9446	-0.004156	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073261	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9598	-0.004279	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073262	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9754	-0.004401	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073263	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-0.9915	-0.004521	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073264	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.007	-0.004712	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073265	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.023	-0.004831	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073266	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.041	-0.004953	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073267	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.057	-0.005062	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073268	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.075	-0.005175	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073269	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.092	-0.005287	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073270	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.11	-0.005394	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073271	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.128	-0.005498	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073272	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.146	-0.005604	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073273	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.166	-0.005708	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073274	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.183	-0.005805	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073275	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.204	-0.00591	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
BRIC-31cIRM-VSM2-LP-BCR-BF-198073276	IRM-VSM2-LP-BCR-BF-198073	BRIC.31c	-1.223	-0.006005	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-13T11:19:00.000-06:00
